@relation accelerometer

@attribute time numeric
@attribute averageOfVariDiffOfPrecedingWindows numeric
@attribute varianceOfVariDiffOfPrecedingWindows numeric
@attribute averageOfAverageOfPrecedingWindows numeric
@attribute varianceOfAverageOfPrecedingWindows numeric
@attribute variDiffOfCurWindow numeric
@attribute averageOfVariDiffOfSucceedingWindows numeric
@attribute varianceOfVariDiffOfSucceedingWindows numeric
@attribute averageOfAverageOfSucceedingWindows numeric
@attribute varianceOfAverageOfSucceedingWindows numeric
@attribute class {n,p,u}

@data
37503,  0.058,  0.010,  0.110,  0.012,  0.007, -0.061,  0.010,  0.095,  0.004,n
37504,  0.059,  0.010,  0.119,  0.012, -0.023, -0.061,  0.010,  0.085,  0.003,n
37505,  0.058,  0.010,  0.129,  0.013, -0.285, -0.050,  0.008,  0.077,  0.002,n
37506,  0.046,  0.015,  0.136,  0.012, -0.241, -0.041,  0.006,  0.070,  0.002,n
37507,  0.037,  0.018,  0.143,  0.012, -0.214, -0.034,  0.005,  0.064,  0.002,n
37508,  0.029,  0.020,  0.149,  0.011, -0.202, -0.026,  0.004,  0.057,  0.001,n
37509,  0.021,  0.022,  0.155,  0.011, -0.185, -0.018,  0.003,  0.051,  0.001,n
37510,  0.014,  0.024,  0.160,  0.010, -0.151, -0.012,  0.002,  0.046,  0.001,n
37511,  0.008,  0.025,  0.165,  0.009, -0.015, -0.012,  0.002,  0.044,  0.001,n
37512,  0.008,  0.025,  0.166,  0.009, -0.015, -0.011,  0.002,  0.042,  0.001,n
37513,  0.007,  0.025,  0.167,  0.009, -0.025, -0.010,  0.002,  0.040,  0.001,n
37514,  0.005,  0.025,  0.168,  0.008, -0.025, -0.010,  0.002,  0.038,  0.001,n
37515,  0.003,  0.025,  0.169,  0.008, -0.004, -0.009,  0.002,  0.036,  0.001,n
37516,  0.002,  0.025,  0.169,  0.008,  0.045, -0.011,  0.002,  0.033,  0.001,n
37517,  0.002,  0.025,  0.171,  0.008,  0.076, -0.014,  0.002,  0.030,  0.001,n
37518, -0.001,  0.025,  0.170,  0.008,  0.077, -0.017,  0.001,  0.027,  0.001,n
37519, -0.005,  0.024,  0.168,  0.008,  0.075, -0.020,  0.001,  0.024,  0.001,n
37520, -0.011,  0.021,  0.165,  0.008,  0.046, -0.022,  0.001,  0.021,  0.001,n
37521, -0.021,  0.017,  0.161,  0.009, -0.037, -0.021,  0.001,  0.019,  0.001,n
37522, -0.036,  0.012,  0.156,  0.009, -0.081, -0.017,  0.001,  0.016,  0.001,n
37523, -0.043,  0.012,  0.150,  0.009, -0.077, -0.014,  0.001,  0.013,  0.000,n
37524, -0.049,  0.011,  0.144,  0.009, -0.074, -0.011,  0.000,  0.010,  0.000,n
37525, -0.052,  0.011,  0.137,  0.009, -0.072, -0.008,  0.000,  0.008,  0.000,n
37526, -0.057,  0.010,  0.127,  0.008, -0.062, -0.005,  0.000,  0.006,  0.000,n
37527, -0.059,  0.010,  0.116,  0.006, -0.028, -0.004,  0.000,  0.005,  0.000,n
37528, -0.060,  0.010,  0.105,  0.005, -0.024, -0.003,  0.000,  0.004,  0.000,n
37529, -0.061,  0.010,  0.095,  0.004, -0.025, -0.002,  0.000,  0.004,  0.000,n
37530, -0.061,  0.010,  0.085,  0.003, -0.022, -0.000,  0.000,  0.004,  0.000,n
37531, -0.050,  0.008,  0.077,  0.002, -0.018,  0.000,  0.000,  0.004,  0.000,n
37532, -0.041,  0.006,  0.070,  0.002, -0.014,  0.001,  0.000,  0.004,  0.000,n
37533, -0.034,  0.005,  0.064,  0.002, -0.010,  0.005,  0.000,  0.005,  0.000,n
37534, -0.026,  0.004,  0.057,  0.001, -0.001,  0.008,  0.000,  0.006,  0.000,n
37535, -0.018,  0.003,  0.051,  0.001, -0.001,  0.010,  0.001,  0.008,  0.000,n
37536, -0.012,  0.002,  0.046,  0.001, -0.002,  0.013,  0.001,  0.010,  0.000,n
37537, -0.012,  0.002,  0.044,  0.001, -0.002,  0.016,  0.001,  0.011,  0.000,n
37538, -0.011,  0.002,  0.042,  0.001, -0.002,  0.014,  0.001,  0.013,  0.000,n
37539, -0.010,  0.002,  0.040,  0.001, -0.002,  0.012,  0.001,  0.015,  0.000,n
37540, -0.010,  0.002,  0.038,  0.001, -0.002,  0.011,  0.001,  0.017,  0.000,n
37541, -0.009,  0.002,  0.036,  0.001, -0.001,  0.010,  0.001,  0.019,  0.000,n
37542, -0.011,  0.002,  0.033,  0.001, -0.000,  0.009,  0.001,  0.022,  0.001,n
37543, -0.014,  0.002,  0.030,  0.001, -0.000,  0.010,  0.001,  0.023,  0.000,n
37544, -0.017,  0.001,  0.027,  0.001, -0.000,  0.010,  0.001,  0.024,  0.000,n
37545, -0.020,  0.001,  0.024,  0.001, -0.000,  0.009,  0.001,  0.026,  0.000,n
37546, -0.022,  0.001,  0.021,  0.001, -0.000,  0.008,  0.001,  0.027,  0.000,n
37547, -0.021,  0.001,  0.019,  0.001,  0.003,  0.007,  0.001,  0.028,  0.000,n
37548, -0.017,  0.001,  0.016,  0.001,  0.002,  0.014,  0.002,  0.034,  0.001,n
37549, -0.014,  0.001,  0.013,  0.000,  0.002,  0.023,  0.004,  0.040,  0.002,n
37550, -0.011,  0.000,  0.010,  0.000,  0.004,  0.033,  0.006,  0.047,  0.002,n
37551, -0.008,  0.000,  0.008,  0.000,  0.006,  0.043,  0.008,  0.053,  0.002,n
37552, -0.005,  0.000,  0.006,  0.000,  0.005,  0.054,  0.010,  0.059,  0.003,n
37553, -0.004,  0.000,  0.005,  0.000,  0.006,  0.050,  0.011,  0.064,  0.003,n
37554, -0.003,  0.000,  0.004,  0.000,  0.008,  0.041,  0.014,  0.070,  0.003,n
37555, -0.002,  0.000,  0.004,  0.000,  0.007,  0.033,  0.016,  0.075,  0.003,n
37556, -0.000,  0.000,  0.004,  0.000,  0.006,  0.025,  0.018,  0.081,  0.003,n
37557,  0.000,  0.000,  0.004,  0.000,  0.010,  0.016,  0.020,  0.086,  0.003,n
37558,  0.001,  0.000,  0.004,  0.000,  0.072,  0.005,  0.022,  0.091,  0.003,n
37559,  0.005,  0.000,  0.005,  0.000,  0.070,  0.000,  0.022,  0.091,  0.003,n
37560,  0.008,  0.000,  0.006,  0.000,  0.070, -0.002,  0.022,  0.091,  0.003,n
37561,  0.010,  0.001,  0.008,  0.000,  0.069, -0.005,  0.022,  0.091,  0.003,n
37562,  0.013,  0.001,  0.010,  0.000,  0.055, -0.008,  0.021,  0.090,  0.003,n
37563,  0.016,  0.001,  0.011,  0.000, -0.043, -0.007,  0.021,  0.090,  0.003,n
37564,  0.014,  0.001,  0.013,  0.000, -0.046, -0.006,  0.021,  0.089,  0.003,n
37565,  0.012,  0.001,  0.015,  0.000, -0.030, -0.006,  0.021,  0.087,  0.003,n
37566,  0.011,  0.001,  0.017,  0.000, -0.027, -0.006,  0.021,  0.086,  0.004,n
37567,  0.010,  0.001,  0.019,  0.000, -0.025, -0.006,  0.021,  0.084,  0.004,n
37569,  0.009,  0.001,  0.022,  0.001,  0.030, -0.007,  0.021,  0.084,  0.004,n
37570,  0.010,  0.001,  0.023,  0.000, -0.007, -0.006,  0.021,  0.083,  0.004,n
37571,  0.010,  0.001,  0.024,  0.000, -0.016, -0.004,  0.021,  0.083,  0.004,n
37572,  0.009,  0.001,  0.026,  0.000, -0.022, -0.002,  0.021,  0.083,  0.004,n
37573,  0.008,  0.001,  0.027,  0.000, -0.027,  0.000,  0.021,  0.082,  0.004,n
37574,  0.007,  0.001,  0.028,  0.000,  0.173, -0.006,  0.020,  0.078,  0.004,n
37575,  0.014,  0.002,  0.034,  0.001,  0.229, -0.015,  0.018,  0.072,  0.004,n
37576,  0.023,  0.004,  0.040,  0.002,  0.252, -0.026,  0.015,  0.067,  0.003,n
37577,  0.033,  0.006,  0.047,  0.002,  0.264, -0.037,  0.011,  0.061,  0.003,n
37578,  0.043,  0.008,  0.053,  0.002,  0.268, -0.049,  0.007,  0.056,  0.003,n
37579,  0.054,  0.010,  0.059,  0.003, -0.097, -0.047,  0.007,  0.051,  0.002,n
37580,  0.050,  0.011,  0.064,  0.003, -0.200, -0.040,  0.006,  0.046,  0.002,n
37581,  0.041,  0.014,  0.070,  0.003, -0.204, -0.032,  0.005,  0.041,  0.002,n
37582,  0.033,  0.016,  0.075,  0.003, -0.203, -0.025,  0.003,  0.036,  0.001,n
37583,  0.025,  0.018,  0.081,  0.003, -0.204, -0.017,  0.002,  0.030,  0.001,n
37584,  0.016,  0.020,  0.086,  0.003, -0.213, -0.009,  0.000,  0.024,  0.000,n
37585,  0.005,  0.022,  0.091,  0.003, -0.037, -0.007,  0.000,  0.022,  0.000,n
37586,  0.000,  0.022,  0.091,  0.003,  0.009, -0.008,  0.000,  0.020,  0.000,n
37587, -0.002,  0.022,  0.091,  0.003, -0.007, -0.007,  0.000,  0.019,  0.000,n
37588, -0.005,  0.022,  0.091,  0.003, -0.011, -0.007,  0.000,  0.018,  0.000,n
37589, -0.008,  0.021,  0.090,  0.003, -0.014, -0.006,  0.000,  0.017,  0.000,n
37590, -0.007,  0.021,  0.090,  0.003, -0.024, -0.005,  0.000,  0.017,  0.000,n
37591, -0.006,  0.021,  0.089,  0.003, -0.031, -0.004,  0.000,  0.016,  0.000,n
37592, -0.006,  0.021,  0.087,  0.003, -0.027, -0.002,  0.000,  0.015,  0.000,n
37593, -0.006,  0.021,  0.086,  0.004, -0.019, -0.001,  0.000,  0.015,  0.000,n
37594, -0.006,  0.021,  0.084,  0.004, -0.005, -0.001,  0.000,  0.015,  0.000,n
37595, -0.007,  0.021,  0.084,  0.004,  0.016, -0.002,  0.000,  0.014,  0.000,n
37596, -0.006,  0.021,  0.083,  0.004,  0.026, -0.002,  0.000,  0.014,  0.000,n
37597, -0.004,  0.021,  0.083,  0.004,  0.034, -0.003,  0.000,  0.013,  0.000,n
37598, -0.002,  0.021,  0.083,  0.004,  0.034, -0.005,  0.000,  0.013,  0.000,n
37599,  0.000,  0.021,  0.082,  0.004,  0.023, -0.005,  0.000,  0.012,  0.000,n
37600, -0.006,  0.020,  0.078,  0.004, -0.008, -0.005,  0.000,  0.012,  0.000,n
37601, -0.015,  0.018,  0.072,  0.004, -0.015, -0.004,  0.000,  0.011,  0.000,n
37602, -0.026,  0.015,  0.067,  0.003, -0.023, -0.003,  0.000,  0.011,  0.000,n
37603, -0.037,  0.011,  0.061,  0.003, -0.026, -0.002,  0.000,  0.010,  0.000,n
37604, -0.049,  0.007,  0.056,  0.003, -0.031, -0.001,  0.000,  0.010,  0.000,n
37605, -0.047,  0.007,  0.051,  0.002, -0.031,  0.000,  0.000,  0.010,  0.000,n
37606, -0.040,  0.006,  0.046,  0.002, -0.018,  0.001,  0.000,  0.010,  0.000,n
37607, -0.032,  0.005,  0.041,  0.002, -0.015,  0.001,  0.000,  0.010,  0.000,n
37608, -0.025,  0.003,  0.036,  0.001, -0.011,  0.002,  0.000,  0.010,  0.000,n
37609, -0.017,  0.002,  0.030,  0.001, -0.008,  0.002,  0.000,  0.011,  0.000,n
37610, -0.009,  0.000,  0.024,  0.000, -0.002,  0.002,  0.000,  0.011,  0.000,n
37611, -0.007,  0.000,  0.022,  0.000,  0.000,  0.005,  0.000,  0.013,  0.000,n
37612, -0.008,  0.000,  0.020,  0.000,  0.005,  0.011,  0.001,  0.016,  0.000,n
37613, -0.007,  0.000,  0.019,  0.000,  0.008,  0.018,  0.003,  0.020,  0.001,n
37614, -0.007,  0.000,  0.018,  0.000,  0.010,  0.026,  0.004,  0.024,  0.001,n
37624, -0.006,  0.000,  0.017,  0.000, -0.003,  0.036,  0.006,  0.028,  0.001,n
37629, -0.005,  0.000,  0.017,  0.000, -0.001,  0.041,  0.006,  0.033,  0.002,n
37630, -0.004,  0.000,  0.016,  0.000,  0.001,  0.041,  0.006,  0.038,  0.002,n
37631, -0.002,  0.000,  0.015,  0.000,  0.003,  0.043,  0.006,  0.046,  0.003,n
37632, -0.001,  0.000,  0.015,  0.000,  0.005,  0.046,  0.006,  0.055,  0.004,n
37633, -0.001,  0.000,  0.015,  0.000,  0.005,  0.048,  0.006,  0.064,  0.005,n
37634, -0.002,  0.000,  0.014,  0.000,  0.007,  0.049,  0.006,  0.073,  0.006,n
37635, -0.002,  0.000,  0.014,  0.000,  0.006,  0.049,  0.006,  0.080,  0.007,n
37636, -0.003,  0.000,  0.013,  0.000,  0.005,  0.045,  0.007,  0.087,  0.007,n
37637, -0.005,  0.000,  0.013,  0.000,  0.003,  0.036,  0.010,  0.092,  0.007,n
37638, -0.005,  0.000,  0.012,  0.000,  0.004,  0.026,  0.012,  0.097,  0.007,n
37639, -0.005,  0.000,  0.012,  0.000,  0.002,  0.018,  0.015,  0.102,  0.007,n
37640, -0.004,  0.000,  0.011,  0.000,  0.002,  0.010,  0.016,  0.106,  0.006,n
37641, -0.003,  0.000,  0.011,  0.000,  0.000,  0.004,  0.017,  0.110,  0.006,n
37642, -0.002,  0.000,  0.010,  0.000,  0.001,  0.001,  0.017,  0.112,  0.006,n
37643, -0.001,  0.000,  0.010,  0.000, -0.002,  0.002,  0.017,  0.113,  0.005,n
37644,  0.000,  0.000,  0.010,  0.000, -0.004,  0.002,  0.017,  0.113,  0.005,n
37645,  0.001,  0.000,  0.010,  0.000, -0.005,  0.002,  0.017,  0.113,  0.005,n
37646,  0.001,  0.000,  0.010,  0.000, -0.005,  0.002,  0.017,  0.114,  0.005,n
37647,  0.002,  0.000,  0.010,  0.000, -0.005,  0.002,  0.017,  0.114,  0.005,n
37648,  0.002,  0.000,  0.011,  0.000, -0.001,  0.001,  0.017,  0.114,  0.005,n
37649,  0.002,  0.000,  0.011,  0.000,  0.072, -0.002,  0.017,  0.113,  0.005,n
37650,  0.005,  0.000,  0.013,  0.000,  0.160, -0.009,  0.016,  0.110,  0.006,n
37651,  0.011,  0.001,  0.016,  0.000,  0.195, -0.017,  0.014,  0.107,  0.006,n
37652,  0.018,  0.003,  0.020,  0.001,  0.212, -0.026,  0.012,  0.103,  0.006,n
37653,  0.026,  0.004,  0.024,  0.001,  0.235, -0.036,  0.009,  0.099,  0.007,n
37654,  0.036,  0.006,  0.028,  0.001,  0.125, -0.041,  0.008,  0.094,  0.007,n
37655,  0.041,  0.006,  0.033,  0.002,  0.005, -0.041,  0.008,  0.089,  0.007,n
37656,  0.041,  0.006,  0.038,  0.002,  0.040, -0.043,  0.008,  0.081,  0.007,n
37657,  0.043,  0.006,  0.046,  0.003,  0.101, -0.047,  0.007,  0.072,  0.006,n
37658,  0.046,  0.006,  0.055,  0.004,  0.059, -0.049,  0.007,  0.063,  0.005,n
37659,  0.048,  0.006,  0.064,  0.005,  0.021, -0.051,  0.007,  0.054,  0.004,n
37660,  0.049,  0.006,  0.073,  0.006,  0.005, -0.051,  0.006,  0.046,  0.003,n
37661,  0.049,  0.006,  0.080,  0.007, -0.103, -0.047,  0.006,  0.040,  0.002,n
37662,  0.045,  0.007,  0.087,  0.007, -0.223, -0.039,  0.005,  0.034,  0.002,n
37663,  0.036,  0.010,  0.092,  0.007, -0.232, -0.030,  0.004,  0.028,  0.001,n
37664,  0.026,  0.012,  0.097,  0.007, -0.209, -0.021,  0.002,  0.023,  0.001,n
37665,  0.018,  0.015,  0.102,  0.007, -0.184, -0.014,  0.001,  0.018,  0.001,n
37666,  0.010,  0.016,  0.106,  0.006, -0.150, -0.008,  0.000,  0.013,  0.000,n
37667,  0.004,  0.017,  0.110,  0.006, -0.071, -0.005,  0.000,  0.011,  0.000,n
37668,  0.001,  0.017,  0.112,  0.006, -0.000, -0.005,  0.000,  0.010,  0.000,n
37669,  0.002,  0.017,  0.113,  0.005,  0.006, -0.005,  0.000,  0.009,  0.000,n
37670,  0.002,  0.017,  0.113,  0.005, -0.003, -0.005,  0.000,  0.008,  0.000,n
37671,  0.002,  0.017,  0.113,  0.005, -0.006, -0.005,  0.000,  0.007,  0.000,n
37672,  0.002,  0.017,  0.114,  0.005, -0.007, -0.005,  0.000,  0.007,  0.000,n
37673,  0.002,  0.017,  0.114,  0.005, -0.011, -0.004,  0.000,  0.006,  0.000,n
37674,  0.001,  0.017,  0.114,  0.005, -0.014, -0.004,  0.000,  0.005,  0.000,n
37675, -0.002,  0.017,  0.113,  0.005, -0.016, -0.003,  0.000,  0.004,  0.000,n
37676, -0.009,  0.016,  0.110,  0.006, -0.011, -0.003,  0.000,  0.004,  0.000,n
37677, -0.017,  0.014,  0.107,  0.006, -0.010, -0.002,  0.000,  0.003,  0.000,n
37678, -0.026,  0.012,  0.103,  0.006, -0.005, -0.002,  0.000,  0.003,  0.000,n
37679, -0.036,  0.009,  0.099,  0.007, -0.003, -0.002,  0.000,  0.002,  0.000,n
37680, -0.041,  0.008,  0.094,  0.007, -0.002, -0.002,  0.000,  0.002,  0.000,n
37681, -0.041,  0.008,  0.089,  0.007, -0.000, -0.002,  0.000,  0.002,  0.000,n
37682, -0.043,  0.008,  0.081,  0.007,  0.000, -0.002,  0.000,  0.001,  0.000,n
37683, -0.047,  0.007,  0.072,  0.006, -0.008, -0.002,  0.000,  0.001,  0.000,n
37684, -0.049,  0.007,  0.063,  0.005, -0.008, -0.001,  0.000,  0.001,  0.000,n
37685, -0.051,  0.007,  0.054,  0.004, -0.008, -0.001,  0.000,  0.001,  0.000,n
37686, -0.051,  0.006,  0.046,  0.003, -0.007,  0.001,  0.000,  0.001,  0.000,n
37687, -0.047,  0.006,  0.040,  0.002, -0.006,  0.002,  0.000,  0.001,  0.000,n
37688, -0.039,  0.005,  0.034,  0.002, -0.006,  0.061,  0.086,  0.028,  0.018,n
37689, -0.030,  0.004,  0.028,  0.001, -0.002,  0.212,  0.640,  0.100,  0.145,n
37690, -0.021,  0.002,  0.023,  0.001, -0.001,  0.430,  1.732,  0.204,  0.393,n
37691, -0.014,  0.001,  0.018,  0.001, -0.000,  0.678,  3.046,  0.322,  0.691,n
37692, -0.008,  0.000,  0.013,  0.000, -0.000,  0.960,  4.637,  0.460,  1.074,n
37693, -0.005,  0.000,  0.011,  0.000,  0.000,  1.159,  5.225,  0.606,  1.464,n
37694, -0.005,  0.000,  0.010,  0.000,  0.000,  1.227,  5.177,  0.764,  1.892,n
37695, -0.005,  0.000,  0.009,  0.000,  0.000,  1.205,  5.247,  0.939,  2.374,n
37696, -0.005,  0.000,  0.008,  0.000, -0.000,  1.153,  5.446,  1.127,  2.892,n
37697, -0.005,  0.000,  0.007,  0.000, -0.000,  1.052,  5.936,  1.328,  3.429,n
37698, -0.005,  0.000,  0.007,  0.000, -0.000,  0.951,  6.414,  1.540,  3.972,n
37699, -0.004,  0.000,  0.006,  0.000, -0.000,  0.870,  6.740,  1.742,  4.339,n
37700, -0.004,  0.000,  0.005,  0.000, -0.000,  0.838,  6.823,  1.921,  4.493,n
37701, -0.003,  0.000,  0.004,  0.000, -0.000,  0.843,  6.815,  2.085,  4.507,n
37702, -0.003,  0.000,  0.004,  0.000,  0.000,  0.866,  6.788,  2.253,  4.483,n
37703, -0.002,  0.000,  0.003,  0.000,  0.000,  0.919,  6.762,  2.417,  4.387,n
37704, -0.002,  0.000,  0.003,  0.000,  0.000,  0.967,  6.728,  2.589,  4.262,n
37705, -0.002,  0.000,  0.002,  0.000, -0.000,  0.992,  6.693,  2.763,  4.080,n
37706, -0.002,  0.000,  0.002,  0.000, -0.000,  1.011,  6.663,  2.936,  3.833,n
37707, -0.002,  0.000,  0.002,  0.000,  0.000,  1.007,  6.671,  3.109,  3.522,n
37708, -0.002,  0.000,  0.001,  0.000,  0.000,  0.988,  6.720,  3.284,  3.155,n
37709, -0.002,  0.000,  0.001,  0.000,  0.001,  0.958,  6.804,  3.461,  2.728,n
37710, -0.001,  0.000,  0.001,  0.000,  0.002,  0.923,  6.906,  3.636,  2.232,n
37711, -0.001,  0.000,  0.001,  0.000,  0.025,  0.890,  6.995,  3.804,  1.669,n
37712,  0.001,  0.000,  0.001,  0.000,  0.025,  0.860,  7.072,  3.969,  1.046,n
37713,  0.002,  0.000,  0.001,  0.000,  1.466,  0.774,  7.148,  4.101,  0.574,p
37714,  0.061,  0.086,  0.028,  0.018,  3.785,  0.601,  6.809,  4.184,  0.350,p
37715,  0.212,  0.640,  0.100,  0.145,  5.452,  0.372,  5.807,  4.230,  0.251,n
37716,  0.430,  1.732,  0.204,  0.393,  6.198,  0.111,  4.342,  4.258,  0.196,n
37717,  0.678,  3.046,  0.322,  0.691,  7.051, -0.186,  2.253,  4.264,  0.186,n
37718,  0.960,  4.637,  0.460,  1.074,  4.963, -0.398,  1.103,  4.261,  0.191,n
37719,  1.159,  5.225,  0.606,  1.464,  1.712, -0.488,  0.909,  4.239,  0.216,n
37720,  1.227,  5.177,  0.764,  1.892, -0.562, -0.483,  0.909,  4.198,  0.248,n
37721,  1.205,  5.247,  0.939,  2.374, -1.304, -0.443,  0.881,  4.143,  0.266,n
37722,  1.153,  5.446,  1.127,  2.892, -2.501, -0.356,  0.697,  4.074,  0.258,n
37723,  1.052,  5.936,  1.328,  3.429, -2.530, -0.265,  0.492,  3.993,  0.213,n
37724,  0.951,  6.414,  1.540,  3.972, -2.033, -0.179,  0.360,  3.925,  0.181,n
37725,  0.870,  6.740,  1.742,  4.339, -0.793, -0.129,  0.359,  3.879,  0.180,n
37726,  0.838,  6.823,  1.921,  4.493,  0.124, -0.106,  0.384,  3.851,  0.187,n
37727,  0.843,  6.815,  2.085,  4.507,  0.576, -0.103,  0.388,  3.822,  0.188,n
37728,  0.866,  6.788,  2.253,  4.483,  1.306, -0.133,  0.323,  3.796,  0.189,n
37729,  0.919,  6.762,  2.417,  4.387,  1.214, -0.167,  0.256,  3.762,  0.182,n
37730,  0.967,  6.728,  2.589,  4.262,  0.617, -0.196,  0.230,  3.726,  0.170,n
37731,  0.992,  6.693,  2.763,  4.080,  0.480, -0.255,  0.234,  3.681,  0.165,n
37732,  1.011,  6.663,  2.936,  3.833, -0.096, -0.322,  0.324,  3.625,  0.168,n
37733,  1.007,  6.671,  3.109,  3.522, -0.474, -0.398,  0.492,  3.555,  0.180,n
37734,  0.988,  6.720,  3.284,  3.155, -0.746, -0.492,  0.780,  3.471,  0.204,n
37735,  0.958,  6.804,  3.461,  2.728, -0.883, -0.591,  1.105,  3.374,  0.257,n
37736,  0.923,  6.906,  3.636,  2.232, -0.800, -0.671,  1.304,  3.269,  0.350,n
37737,  0.890,  6.995,  3.804,  1.669, -0.733, -0.730,  1.399,  3.153,  0.475,n
37738,  0.860,  7.072,  3.969,  1.046, -0.676, -0.770,  1.433,  3.030,  0.643,n
37739,  0.774,  7.148,  4.101,  0.574, -0.528, -0.794,  1.435,  2.900,  0.837,n
37740,  0.601,  6.809,  4.184,  0.350, -0.282, -0.803,  1.427,  2.762,  1.069,n
37741,  0.372,  5.807,  4.230,  0.251, -0.338, -0.794,  1.438,  2.619,  1.314,n
37742,  0.111,  4.342,  4.258,  0.196, -0.351, -0.779,  1.456,  2.476,  1.533,n
37743, -0.186,  2.253,  4.264,  0.186, -0.355, -0.763,  1.478,  2.336,  1.709,n
37744, -0.398,  1.103,  4.261,  0.191, -0.533, -0.739,  1.504,  2.200,  1.860,n
37745, -0.488,  0.909,  4.239,  0.216, -0.438, -0.718,  1.527,  2.069,  1.982,n
37746, -0.483,  0.909,  4.198,  0.248, -0.304, -0.704,  1.546,  1.938,  2.070,n
37747, -0.443,  0.881,  4.143,  0.266, -0.332, -0.687,  1.565,  1.808,  2.121,n
37748, -0.356,  0.697,  4.074,  0.258, -0.237, -0.672,  1.585,  1.682,  2.130,n
37749, -0.265,  0.492,  3.993,  0.213,  0.101, -0.666,  1.595,  1.556,  2.094,n
37750, -0.179,  0.360,  3.925,  0.181,  0.475, -0.650,  1.640,  1.441,  1.997,n
37751, -0.129,  0.359,  3.879,  0.180,  0.690, -0.614,  1.772,  1.337,  1.845,n
37752, -0.106,  0.384,  3.851,  0.187,  0.651, -0.542,  2.091,  1.247,  1.648,n
37753, -0.103,  0.388,  3.822,  0.188,  0.566, -0.430,  2.669,  1.179,  1.452,n
37754, -0.133,  0.323,  3.796,  0.189,  0.352, -0.266,  3.603,  1.133,  1.284,n
37755, -0.167,  0.256,  3.762,  0.182, -0.108, -0.061,  4.728,  1.118,  1.219,n
37756, -0.196,  0.230,  3.726,  0.170, -0.995,  0.278,  6.937,  1.183,  1.601,n
37757, -0.255,  0.234,  3.681,  0.165, -1.769,  0.626,  8.473,  1.278,  2.173,n
37758, -0.322,  0.324,  3.625,  0.168, -2.371,  0.945,  9.029,  1.399,  2.879,n
37759, -0.398,  0.492,  3.555,  0.180, -3.094,  1.231,  8.669,  1.543,  3.673,n
37760, -0.492,  0.780,  3.471,  0.204, -3.354,  1.438,  7.762,  1.712,  4.529,n
37761, -0.591,  1.105,  3.374,  0.257, -2.823,  1.394,  8.206,  1.896,  5.326,n
37762, -0.671,  1.304,  3.269,  0.350, -2.205,  1.299,  9.136,  2.095,  6.049,n
37763, -0.730,  1.399,  3.153,  0.475, -1.658,  1.177, 10.262,  2.303,  6.618,n
37764, -0.770,  1.433,  3.030,  0.643, -1.125,  1.044, 11.345,  2.512,  6.975,n
37765, -0.794,  1.435,  2.900,  0.837, -0.516,  0.900, 12.330,  2.722,  7.109,n
37766, -0.803,  1.427,  2.762,  1.069, -0.108,  0.778, 12.955,  2.921,  7.002,n
37767, -0.794,  1.438,  2.619,  1.314,  0.003,  0.743, 13.043,  3.065,  6.653,n
37768, -0.779,  1.456,  2.476,  1.533,  0.059,  0.723, 13.082,  3.201,  6.261,n
37769, -0.763,  1.478,  2.336,  1.709,  0.076,  0.717, 13.091,  3.336,  5.827,n
37770, -0.739,  1.504,  2.200,  1.860,  0.068,  0.703, 13.115,  3.465,  5.359,n
37771, -0.718,  1.527,  2.069,  1.982,  0.064,  0.699, 13.121,  3.592,  4.857,n
37772, -0.704,  1.546,  1.938,  2.070,  0.082,  0.702, 13.117,  3.725,  4.321,n
37773, -0.687,  1.565,  1.808,  2.121,  0.142,  0.713, 13.107,  3.856,  3.769,n
37774, -0.672,  1.585,  1.682,  2.130,  0.242,  0.716, 13.104,  3.986,  3.197,n
37775, -0.666,  1.595,  1.556,  2.094,  0.877,  0.708, 13.103,  4.105,  2.680,n
37776, -0.650,  1.640,  1.441,  1.997,  1.588,  0.672, 13.069,  4.213,  2.226,n
37777, -0.614,  1.772,  1.337,  1.845,  2.447,  0.577, 12.943,  4.304,  1.865,n
37778, -0.542,  2.091,  1.247,  1.648,  3.384,  0.428, 12.628,  4.371,  1.622,n
37779, -0.430,  2.669,  1.179,  1.452,  4.439,  0.225, 11.961,  4.411,  1.489,n
37780, -0.266,  3.603,  1.133,  1.284,  5.033, -0.003, 10.977,  4.417,  1.473,n
37781, -0.061,  4.728,  1.118,  1.219,  7.473, -0.349,  8.582,  4.356,  1.519,n
37782,  0.278,  6.937,  1.183,  1.601,  6.917, -0.664,  6.293,  4.274,  1.524,n
37783,  0.626,  8.473,  1.278,  2.173,  5.613, -0.911,  4.588,  4.173,  1.487,n
37784,  0.945,  9.029,  1.399,  2.879,  4.061, -1.069,  3.576,  4.061,  1.395,n
37785,  1.231,  8.669,  1.543,  3.673,  1.818, -1.130,  3.304,  3.938,  1.233,n
37786,  1.438,  7.762,  1.712,  4.529, -3.934, -0.942,  3.088,  3.816,  1.034,n
37787,  1.394,  8.206,  1.896,  5.326, -4.565, -0.744,  2.573,  3.685,  0.806,n
37788,  1.299,  9.136,  2.095,  6.049, -4.712, -0.554,  1.905,  3.554,  0.572,n
37789,  1.177, 10.262,  2.303,  6.618, -4.456, -0.409,  1.252,  3.425,  0.373,n
37790,  1.044, 11.345,  2.512,  6.975, -4.113, -0.301,  0.710,  3.304,  0.203,n
